-5.506299999999999955e+02,4.175830057206126611e+01
-5.393500000000000227e+02,3.573259483067747055e+01
-5.332000000000000455e+02,4.643717380624148205e+01
-5.689100000000000819e+02,5.674360365323533983e+01
-5.308099999999999454e+02,6.204474102523874279e+01
-5.089900000000000659e+02,5.822617681650221755e+01
-5.220699999999999363e+02,5.514377269163526307e+01
-5.271600000000000819e+02,5.331477177001631418e+01
-5.291799999999999500e+02,2.390763708757326356e+01
-5.358500000000000227e+02,4.341551821897527930e+01
-5.802200000000000273e+02,4.687725816782900523e+01
